id,song_name,artist_name,popularity,release_date,genres,danceability,energy,valence,tempo,loudness,duration_ms,key,mode
7i4AXtCkZJXbJFBIUiyzhy,La Resbalosa,Lirico En La Casa,0,2019-07-25,"dembow, rap dominicano",0.807,0.928,0.918,122.013,-3.177,207960,11,0
48HoWzu1Fe4QHUSilVHJGy,Tumbala,Chimbala,0,2018-11-16,"dembow, rap dominicano",0.883,0.83,0.796,125.058,-1.882,186240,6,0
1rUy1s64zGDWDX7t4Wmp4M,Pa Pa Pa,El Alfa,0,2019-08-19,"dembow, rap dominicano, trap latino, urbano latino",0.976,0.727,0.904,116.986,-4.15,165641,11,1
4Ep4YI4aaGd8VFSJa3W0LY,Impulsivo (feat. Manuel Turizo),Justin Quiles,52,2019-05-31,"reggaeton, trap latino, urbano latino",0.622,0.721,0.634,175.943,-5.126,191551,3,0
0RiPKdSt2E0GTFM221WK7F,Gladiadora,Justin Quiles,39,2016-01-22,"reggaeton, trap latino, urbano latino",0.654,0.815,0.38,83.872,-4.956,185722,11,1
5DVpoOmV72XYi02IrbX4KO,Shorty,Justin Quiles,36,2019-05-31,"reggaeton, trap latino, urbano latino",0.689,0.84,0.961,173.928,-3.595,184153,10,1
7EfEsa5RhhOOB2zA3a0trC,Ropa Interior,Justin Quiles,42,2019-05-31,"reggaeton, trap latino, urbano latino",0.759,0.803,0.676,92.026,-4.787,215306,6,0
5lfKeSM4k3GT4ZYWcD2Pzf,Sabanas Mojadas,Justin Quiles,36,2019-05-31,"reggaeton, trap latino, urbano latino",0.732,0.51,0.859,87.837,-6.192,188864,9,1
6Zj7PhjWM8eJdjS50xWKjh,Pendiente de Usted,Justin Quiles,46,2019-05-31,"reggaeton, trap latino, urbano latino",0.793,0.659,0.83,171.895,-5.539,184559,0,0
2RqJGHnWbl9LuxJcd1j3Sk,Leyenda,Justin Quiles,34,2019-05-31,"reggaeton, trap latino, urbano latino",0.713,0.69,0.723,180.081,-5.179,207920,1,0
7DfDNDtQTz4Jda9Y4rBOVH,DJ No Pare,Justin Quiles,47,2019-05-31,"reggaeton, trap latino, urbano latino",0.773,0.721,0.835,169.989,-3.917,197147,3,0
6P1CgIgKVxLFgFUHtymVpV,Otra Vez,Justin Quiles,44,2019-05-31,"reggaeton, trap latino, urbano latino",0.89,0.539,0.548,94.006,-3.327,170560,11,0
